2.50000000e-01,4.91255772e-01,4.90258479e-01
5.00000000e-01,4.93770068e-01,4.91930474e-01
1.00000000e+00,6.24387189e-01,6.23713563e-01
1.25892541e+00,7.06200579e-01,7.05751323e-01
1.58489319e+00,7.50253986e-01,7.49666833e-01
1.99526231e+00,7.62324910e-01,7.61687512e-01
2.51188643e+00,7.41674250e-01,7.41082564e-01
3.16227766e+00,6.81851450e-01,6.80840208e-01
3.98107171e+00,6.23065162e-01,6.22505596e-01
5.01187234e+00,5.52540861e-01,5.51503086e-01
6.30957344e+00,4.97856668e-01,4.96923998e-01
7.94328235e+00,4.35240355e-01,4.32491148e-01
1.00000000e+01,3.59359314e-01,3.88984956e-01
1.25892541e+01,3.59671802e-01,3.66594438e-01
1.58489319e+01,3.72556577e-01,3.72970804e-01
1.99526231e+01,3.81106217e-01,3.81013041e-01
2.51188643e+01,3.88216559e-01,3.88174644e-01
3.16227766e+01,3.94156139e-01,3.94108387e-01
3.98107171e+01,3.98808236e-01,3.98753177e-01
5.01187234e+01,4.02699580e-01,4.02638270e-01
6.30957344e+01,4.05736841e-01,4.05692504e-01
7.94328235e+01,4.07976961e-01,4.07933679e-01
1.00000000e+02,4.09741733e-01,4.09715530e-01
1.25892541e+02,4.10655518e-01,4.10624352e-01
1.58489319e+02,4.10998405e-01,4.10951621e-01
1.99526231e+02,4.10906803e-01,4.10879640e-01
2.51188643e+02,4.10445223e-01,4.10427994e-01
3.16227766e+02,4.09201214e-01,4.09166003e-01
3.98107171e+02,4.07340347e-01,4.07307964e-01
5.01187234e+02,4.04543627e-01,4.04500988e-01
6.30957344e+02,4.01025051e-01,4.00984558e-01
7.94328235e+02,3.97634776e-01,3.97505508e-01
1.00000000e+03,3.92014922e-01,3.91845756e-01
