1.25000000e-01,5.51140245e-01,5.51154733e-01
2.50000000e-01,5.48937108e-01,5.48952116e-01
5.00000000e-01,5.44224449e-01,5.44239077e-01
1.00000000e+00,5.33276921e-01,5.33289642e-01
1.18850223e+00,5.30528116e-01,5.30540170e-01
1.41253754e+00,5.26537133e-01,5.26555846e-01
1.67880402e+00,5.21344707e-01,5.21370144e-01
1.99526231e+00,5.14990331e-01,5.15014422e-01
2.37137371e+00,5.07414994e-01,5.07430805e-01
2.81838293e+00,4.98553897e-01,4.98579460e-01
3.34965439e+00,4.87237799e-01,4.87209257e-01
3.98107171e+00,4.73184014e-01,4.73108786e-01
4.73151259e+00,4.55098387e-01,4.54830457e-01
5.62341325e+00,4.33271959e-01,4.32130209e-01
6.68343918e+00,4.21775784e-01,4.19607903e-01
7.94328235e+00,4.04319109e-01,4.03491257e-01
9.44060876e+00,3.77605722e-01,3.77094592e-01
1.12201845e+01,3.45649219e-01,3.45148890e-01
1.33352143e+01,3.20947941e-01,3.20323116e-01
1.58489319e+01,3.22892169e-01,3.23058564e-01
1.88364909e+01,2.90393325e-01,2.90471492e-01
2.23872114e+01,2.59553434e-01,2.59921329e-01
2.66072506e+01,2.26700964e-01,2.26223522e-01
3.16227766e+01,2.07665462e-01,2.06018120e-01
3.75837404e+01,1.92424049e-01,1.91507837e-01
4.46683592e+01,1.74987169e-01,1.73961755e-01
5.30884444e+01,1.62458274e-01,1.62153183e-01
6.30957344e+01,1.50955057e-01,1.50701542e-01
7.49894209e+01,1.41072226e-01,1.40875117e-01
8.91250938e+01,1.30375955e-01,1.30003441e-01
1.05925373e+02,1.25581526e-01,1.25393532e-01
1.25892541e+02,1.15501021e-01,1.15252617e-01
1.49623566e+02,1.07007073e-01,1.06721208e-01
1.77827941e+02,1.00979777e-01,1.00877704e-01
2.11348904e+02,9.14062690e-02,9.12243672e-02
2.51188643e+02,8.50179993e-02,8.48951269e-02
2.98538262e+02,7.59687039e-02,7.57729153e-02
3.54813389e+02,6.63542205e-02,6.62358893e-02
4.21696503e+02,5.77144348e-02,5.76747925e-02
5.01187234e+02,4.69474746e-02,4.67986391e-02
5.95662144e+02,3.68923056e-02,3.68616601e-02
7.07945784e+02,2.98853496e-02,2.98307249e-02
8.41395142e+02,2.38881013e-02,2.38177064e-02
1.00000000e+03,2.24942588e-02,2.24631004e-02
