4,32,0.5,0.5,0.019641,0.046002
16,164,0.2496,0.27491,0.019656,0.041315
64,710,0.12493,0.13445,0.019659,0.041687
256,2946,0.062476,0.067166,0.019661,0.031794
1024,12044,0.031243,0.033678,0.019661,0.013876
4096,48672,0.015621,0.016887,0.019662,0.0032321
16384,1.9564e+05,0.0078107,0.0085021,0.019662,0.00060856
