2.50000000e-01,5.39220517e-01,5.39252288e-01
5.00000000e-01,5.35668665e-01,5.35695384e-01
1.00000000e+00,5.31955796e-01,5.31980339e-01
1.14815362e+00,5.31954321e-01,5.31987511e-01
1.31825674e+00,5.31606137e-01,5.31634222e-01
1.51356125e+00,5.30706647e-01,5.30730980e-01
1.73780083e+00,5.28634719e-01,5.28647381e-01
1.99526231e+00,5.24771162e-01,5.24784986e-01
2.29086765e+00,5.18024053e-01,5.18029737e-01
2.63026799e+00,5.07420677e-01,5.07425162e-01
3.01995172e+00,4.91650413e-01,4.91651072e-01
3.46736850e+00,4.69744105e-01,4.69731974e-01
3.98107171e+00,4.40624666e-01,4.40614552e-01
4.57088190e+00,4.03229271e-01,4.03213057e-01
5.24807460e+00,3.56364421e-01,3.56332724e-01
6.02559586e+00,2.98969288e-01,2.98947935e-01
6.91830971e+00,2.29541737e-01,2.29497010e-01
7.94328235e+00,1.80969946e-01,1.80100829e-01
9.12010839e+00,1.75448210e-01,1.75685157e-01
1.04712855e+01,2.96818847e-01,2.96574786e-01
1.20226443e+01,2.88744713e-01,2.88191557e-01
1.38038426e+01,2.67076346e-01,2.66796591e-01
1.58489319e+01,2.39202241e-01,2.38880755e-01
1.81970086e+01,2.17369148e-01,2.17060515e-01
2.08929613e+01,1.99613309e-01,1.99351038e-01
2.39883292e+01,1.78813802e-01,1.78562805e-01
2.75422870e+01,1.65483116e-01,1.65312588e-01
3.16227766e+01,1.50135772e-01,1.49940376e-01
3.63078055e+01,1.37881917e-01,1.37747002e-01
4.16869383e+01,1.26669897e-01,1.26538114e-01
4.78630092e+01,1.16498675e-01,1.16385205e-01
5.49540874e+01,1.07522193e-01,1.07421431e-01
6.30957344e+01,9.98670476e-02,9.97807984e-02
7.24435960e+01,9.28662362e-02,9.27731765e-02
8.31763771e+01,8.64190537e-02,8.63384947e-02
9.54992586e+01,8.12770108e-02,8.12051422e-02
1.09647820e+02,7.66992955e-02,7.66280551e-02
1.25892541e+02,7.25458239e-02,7.24841861e-02
1.44543977e+02,6.89058335e-02,6.88381230e-02
1.65958691e+02,6.56919155e-02,6.56265743e-02
1.90546072e+02,6.27196885e-02,6.26499923e-02
2.18776162e+02,6.02814297e-02,6.02022685e-02
2.51188643e+02,5.82545000e-02,5.81853829e-02
2.88403150e+02,5.61109312e-02,5.60356509e-02
3.31131121e+02,5.44399240e-02,5.43724663e-02
3.80189396e+02,5.28225318e-02,5.27554145e-02
4.36515832e+02,5.15748264e-02,5.15050978e-02
5.01187234e+02,5.02116027e-02,5.01478381e-02
5.75439937e+02,4.92292226e-02,4.91740295e-02
6.60693448e+02,4.82402500e-02,4.81901573e-02
7.58577575e+02,4.74922328e-02,4.74475038e-02
8.70963590e+02,4.70638682e-02,4.70204320e-02
1.00000000e+03,4.64031990e-02,4.63623372e-02
