4,32,0.5,0.5,0.047589,0.091799
16,164,0.2496,0.27491,0.047743,0.048744
64,710,0.12493,0.13445,0.047756,0.020701
256,2946,0.062476,0.067166,0.047765,0.011012
1024,12044,0.031243,0.033678,0.047767,0.0078567
4096,48672,0.015621,0.016887,0.047768,0.0060862
16384,1.9564e+05,0.0078107,0.0085021,0.047768,0.0043867
