22,208,0.20318,0.27186,0.0009897,0.0047667
76,802,0.11143,0.13445,0.00098966,0.0062986
285,3174,0.0578,0.067166,0.00098962,0.0078809
1087,12544,0.029863,0.033678,0.00098963,0.010628
4201,49508,0.015346,0.016887,0.0009896,0.014953
16601,1.9737e+05,0.0077376,0.0085021,0.0009895,0.013628
