4,32,0.5,0.5,0.0049311,0.017749
16,128,0.25,0.25,0.0049323,0.029642
64,512,0.125,0.125,0.004932,0.036114
256,2048,0.0625,0.0625,0.0049317,0.031088
1024,8192,0.03125,0.03125,0.0049318,0.019542
4096,32768,0.015625,0.015625,0.0049322,0.0079442
16384,1.3107e+05,0.0078125,0.0078125,0.0049325,0.0022304
