4,32,0.5,0.5,0.009862,0.025029
16,128,0.25,0.25,0.0098654,0.041923
64,512,0.125,0.125,0.0098654,0.051145
256,2048,0.0625,0.0625,0.0098654,0.044157
1024,8192,0.03125,0.03125,0.0098654,0.028082
4096,32768,0.015625,0.015625,0.0098654,0.011374
16384,1.3107e+05,0.0078125,0.0078125,0.0098654,0.0027953
