4,16,0.5,0.5,0.094902,0.17788
16,64,0.25,0.25,0.095527,0.14
64,256,0.125,0.125,0.095536,0.082078
256,1024,0.0625,0.0625,0.095536,0.034147
1024,4096,0.03125,0.03125,0.095536,0.010974
4096,16384,0.015625,0.015625,0.095536,0.0031407
16384,65536,0.0078125,0.0078125,0.095536,0.00089421
