4,32,0.5,0.5,0.0098621,0.025088
16,128,0.25,0.25,0.0098646,0.04149
64,512,0.125,0.125,0.0098639,0.050789
256,2048,0.0625,0.0625,0.0098633,0.043772
1024,8192,0.03125,0.03125,0.0098636,0.027463
4096,32768,0.015625,0.015625,0.0098645,0.011001
16384,1.3107e+05,0.0078125,0.0078125,0.0098651,0.0026972
