1.45675765e-05,2.20341102e-05,2.88566196e-05,3.02872272e-05,3.51013666e-05,5.31893638e-05,4.65294057e-05,1.73285271e-04
2.22799386e-05,2.38718440e-05,2.83005571e-05,4.56689249e-05,3.75497028e-05,6.51424963e-05,5.42192510e-05,9.83021757e-05
1.95542439e-05,3.65182923e-05,3.44315429e-05,6.25902747e-05,6.46760679e-05,7.24990576e-05,7.77043942e-05,8.30034718e-05
3.25594796e-05,5.73997017e-05,3.57238283e-05,7.38907752e-05,5.28323750e-05,9.73805810e-05,7.34219699e-05,8.48889037e-05
1.76885800e-05,4.09451731e-05,6.06768127e-05,5.99769522e-05,7.40394278e-05,8.82341224e-05,1.11128900e-04,1.11515397e-04
3.69779082e-05,4.42150863e-05,1.28141093e-04,5.89476811e-05,7.60411539e-05,1.47170426e-04,1.18434668e-04,1.42218657e-04
3.24633598e-05,8.35886593e-05,6.18831826e-05,7.19920180e-05,1.42900545e-04,1.32937217e-04,1.51867843e-04,1.79688449e-04
1.41706829e-05,1.92849801e-04,2.06478803e-04,1.32532226e-04,1.34271138e-04,1.15676420e-04,1.27751062e-04,1.53814357e-04
3.40232074e-05,5.67465849e-05,5.66409065e-05,3.26295787e-04,1.09083964e-04,1.49336976e-04,9.33120512e-05,1.89721154e-04
3.23903640e-05,6.22403915e-05,8.84470082e-05,1.00306606e-04,9.04583297e-05,1.42132757e-04,1.66377953e-04,1.47946506e-04
