2.25542408e-04,2.72749470e-04,2.72613818e-04,2.76650396e-04,2.82490785e-04,2.92224767e-04,2.94853492e-04,2.97372228e-04
2.92730714e-04,3.52362810e-04,3.53202388e-04,3.48608536e-04,3.52949415e-04,3.67907850e-04,3.70437586e-04,3.72934324e-04
3.47578310e-04,4.20834314e-04,4.34667200e-04,4.28746153e-04,4.36089718e-04,4.46872257e-04,4.62435629e-04,4.64855376e-04
4.04064735e-04,5.10698581e-04,5.07373262e-04,5.23585566e-04,5.35332338e-04,5.48721604e-04,5.59786446e-04,5.67940260e-04
4.49416658e-04,5.65219878e-04,5.67690953e-04,5.78997770e-04,5.94832447e-04,6.23304802e-04,6.40518002e-04,8.12184379e-04
5.08484146e-04,6.49210759e-04,6.39143146e-04,6.65489057e-04,6.68088451e-04,7.00432401e-04,7.28618786e-04,7.36655279e-04
5.54877293e-04,7.14543925e-04,7.29616015e-04,7.37469194e-04,7.72617851e-04,8.00917891e-04,8.09002045e-04,8.61261245e-04
6.59659666e-04,9.13839412e-04,8.64890866e-04,8.37885024e-04,8.23395873e-04,9.11166692e-04,9.46366677e-04,9.44852502e-04
6.57195924e-04,8.51226628e-04,8.81796097e-04,9.02466602e-04,9.20222411e-04,9.84770993e-04,1.02412854e-03,1.04453507e-03
7.14129635e-04,9.28845509e-04,9.53336281e-04,9.81057048e-04,9.95043918e-04,1.09539376e-03,1.11609726e-03,1.14572816e-03
