2.99414348e-04,5.59199841e-04,6.69239664e-04,9.08262996e-04,1.04028952e-03,1.64085970e-03,1.79004076e-03,2.13329286e-03
5.14390528e-04,9.36526373e-04,1.14698203e-03,1.56362578e-03,1.77730409e-03,2.81813256e-03,3.04006734e-03,3.66204128e-03
7.93336017e-04,1.44135890e-03,1.75933197e-03,2.43415905e-03,2.72192562e-03,4.32370641e-03,4.70134824e-03,5.61406577e-03
1.14771528e-03,2.06334384e-03,2.50903189e-03,3.46160192e-03,3.87823467e-03,6.11393782e-03,6.58316340e-03,7.93052247e-03
1.60015296e-03,2.81522153e-03,3.45377807e-03,4.67321318e-03,5.25497166e-03,8.34574737e-03,8.92441884e-03,1.07200067e-02
2.13412144e-03,3.73691779e-03,4.50932299e-03,6.06699106e-03,6.88345032e-03,1.08287486e-02,1.16182131e-02,1.40708539e-02
2.77843038e-03,4.76736333e-03,5.75129108e-03,7.73224987e-03,8.75580648e-03,1.36980845e-02,1.47033097e-02,1.76471481e-02
3.85774015e-03,6.48833865e-03,8.06758646e-03,9.64821646e-03,1.08348603e-02,1.70401363e-02,1.81600905e-02,2.22329351e-02
4.36711887e-03,7.29149298e-03,8.83267010e-03,1.17628369e-02,1.32583102e-02,2.07853802e-02,2.22231535e-02,2.66965982e-02
5.30639128e-03,8.80738741e-03,1.06132152e-02,1.41132031e-02,1.58002983e-02,2.47035077e-02,2.63988960e-02,3.16021034e-02
