2.66498215e-05,3.67634569e-05,4.74050243e-05,4.68499412e-05,5.60265502e-05,6.05604379e-05,9.84872485e-05,6.43232196e-05
4.00527788e-05,5.39936164e-05,4.95472208e-05,6.28723691e-05,7.39637625e-05,7.34672795e-05,1.12395876e-04,1.09143424e-04
7.93136565e-05,6.58846876e-05,7.00067125e-05,1.13018633e-04,8.86750034e-05,1.13794824e-04,2.46810834e-04,1.30316731e-04
5.42168394e-05,7.22668198e-05,6.35160563e-05,1.66169916e-04,1.08350422e-04,1.05335477e-04,1.18720283e-04,1.58170407e-04
8.69816468e-05,7.89188021e-05,1.12435381e-04,1.40593680e-04,1.43636507e-04,1.53599208e-04,1.56281973e-04,1.60899283e-04
7.23464570e-05,1.23041951e-04,8.70479912e-05,1.01512797e-04,1.59012103e-04,1.79165620e-04,1.70639598e-04,3.01127593e-04
1.29454513e-04,1.07569356e-04,1.45324158e-04,1.21876459e-04,1.62920248e-04,1.64033351e-04,1.99449347e-04,2.18983744e-04
2.72606984e-04,4.91031545e-04,4.51326305e-04,1.50945507e-04,1.33694396e-04,2.20071853e-04,1.63343515e-04,2.73947927e-03
1.19348169e-04,9.54792981e-05,1.36547199e-04,1.51056147e-04,1.46836208e-04,2.90177024e-04,2.27991178e-04,3.02132929e-04
1.42223139e-04,1.02175454e-04,1.44153114e-04,1.73073173e-04,1.58050154e-04,2.29325473e-04,3.15097911e-04,2.56073423e-04
