5.84812441e-05,1.08167220e-04,1.14518599e-04,1.38023086e-04,1.53018231e-04,1.95421496e-04,1.57645165e-04,2.19663777e-04
7.87900658e-05,1.16724955e-04,2.48759247e-04,1.46667378e-04,2.03648675e-04,2.94000871e-04,2.76056465e-04,4.19863712e-04
7.98931828e-05,1.52858819e-04,1.33432935e-04,2.08516518e-04,2.16392392e-04,2.60061873e-04,3.34161350e-04,3.20059364e-04
8.27418668e-05,1.35037858e-04,1.49401128e-04,2.59436449e-04,1.89817290e-04,3.42134844e-04,3.31846336e-04,4.60040593e-04
9.40612471e-05,1.92677141e-04,1.78927204e-04,1.13856219e-03,2.61998662e-04,3.26351434e-04,1.01404257e-03,5.06640769e-04
1.30925161e-04,1.49059405e-04,1.39228538e-04,2.71966717e-04,3.74615705e-04,3.43104019e-04,3.35332860e-04,4.91766255e-04
1.29755496e-04,1.46101404e-04,1.96842132e-04,2.39250875e-04,3.91899457e-04,5.05329352e-04,3.76561899e-04,5.38264581e-03
4.83395946e-04,9.58967861e-04,1.10202385e-03,1.97545915e-04,3.09473639e-04,5.08521286e-04,5.30906863e-04,5.95635856e-04
1.15460368e-04,1.68052404e-04,1.93921129e-04,4.02531613e-04,8.22870693e-04,6.30013151e-04,5.49686437e-04,4.92143775e-04
1.31856791e-04,1.85406840e-04,3.00876028e-04,3.77647661e-04,4.04477902e-04,4.15776243e-04,6.38672906e-04,8.87657594e-04
