1.00000000e-03,2.51197978e-01
1.07189132e-03,2.51197944e-01
1.14895100e-03,2.51197983e-01
1.23155060e-03,2.51197800e-01
1.32008840e-03,2.51197780e-01
1.41499130e-03,2.51197843e-01
1.51671689e-03,2.51197975e-01
1.62575567e-03,2.51198014e-01
1.74263339e-03,2.51197941e-01
1.86791360e-03,2.51198108e-01
2.00220037e-03,2.51198075e-01
2.14614120e-03,2.51198139e-01
2.30043012e-03,2.51198216e-01
2.46581108e-03,2.51198320e-01
2.64308149e-03,2.51198401e-01
2.83309610e-03,2.51198513e-01
3.03677112e-03,2.51198615e-01
3.25508860e-03,2.51198752e-01
3.48910121e-03,2.51198926e-01
3.73993730e-03,2.51199088e-01
4.00880633e-03,2.51199325e-01
4.29700470e-03,2.51199556e-01
4.60592204e-03,2.51199827e-01
4.93704785e-03,2.51200146e-01
5.29197874e-03,2.51200519e-01
5.67242607e-03,2.51200938e-01
6.08022426e-03,2.51201424e-01
6.51733960e-03,2.51201989e-01
6.98587975e-03,2.51202613e-01
7.48810386e-03,2.51203347e-01
8.02643352e-03,2.51204198e-01
8.60346442e-03,2.51205169e-01
9.22197882e-03,2.51206256e-01
9.88495905e-03,2.51207536e-01
1.05956018e-02,2.51209006e-01
1.13573336e-02,2.51210683e-01
1.21738273e-02,2.51212614e-01
1.30490198e-02,2.51214834e-01
1.39871310e-02,2.51217374e-01
1.49926843e-02,2.51220299e-01
1.60705282e-02,2.51223645e-01
1.72258597e-02,2.51227493e-01
1.84642494e-02,2.51231919e-01
1.97916687e-02,2.51236988e-01
2.12145178e-02,2.51242820e-01
2.27396575e-02,2.51249499e-01
2.43744415e-02,2.51257180e-01
2.61267523e-02,2.51265986e-01
2.80050389e-02,2.51276088e-01
3.00183581e-02,2.51287683e-01
3.21764175e-02,2.51300987e-01
3.44896226e-02,2.51316251e-01
3.69691271e-02,2.51333761e-01
3.96268864e-02,2.51353842e-01
4.24757155e-02,2.51376871e-01
4.55293507e-02,2.51403276e-01
4.88025158e-02,2.51433543e-01
5.23109931e-02,2.51468243e-01
5.60716994e-02,2.51507999e-01
6.01027678e-02,2.51553561e-01
6.44236351e-02,2.51605753e-01
6.90551352e-02,2.51665518e-01
7.40196000e-02,2.51733947e-01
7.93409667e-02,2.51812265e-01
8.50448934e-02,2.51901876e-01
9.11588830e-02,2.52004375e-01
9.77124154e-02,2.52121560e-01
1.04737090e-01,2.52255483e-01
1.12266777e-01,2.52408459e-01
1.20337784e-01,2.52583107e-01
1.28989026e-01,2.52782377e-01
1.38262217e-01,2.53009595e-01
1.48202071e-01,2.53268492e-01
1.58856513e-01,2.53563248e-01
1.70276917e-01,2.53898534e-01
1.82518349e-01,2.54279547e-01
1.95639834e-01,2.54712057e-01
2.09704640e-01,2.55202439e-01
2.24780583e-01,2.55757710e-01
2.40940356e-01,2.56385568e-01
2.58261876e-01,2.57094416e-01
2.76828663e-01,2.57893399e-01
2.96730241e-01,2.58792443e-01
3.18062569e-01,2.59802310e-01
3.40928507e-01,2.60934683e-01
3.65438307e-01,2.62202299e-01
3.91710149e-01,2.63619165e-01
4.19870708e-01,2.65200873e-01
4.50055768e-01,2.66965061e-01
4.82410870e-01,2.68932040e-01
5.17092024e-01,2.71125621e-01
5.54266452e-01,2.73574143e-01
5.94113398e-01,2.76311686e-01
6.36824994e-01,2.79379415e-01
6.82607183e-01,2.82826968e-01
7.31680714e-01,2.86713769e-01
7.84282206e-01,2.91110235e-01
8.40665289e-01,2.96099153e-01
9.01101825e-01,3.01778731e-01
9.65883224e-01,3.08271487e-01
1.03532184e+00,3.15437532e-01
1.10975250e+00,3.22215060e-01
1.18953407e+00,3.28377153e-01
1.27505124e+00,3.33849857e-01
1.36671636e+00,3.38562923e-01
1.46497140e+00,3.42450781e-01
1.57029012e+00,3.45454574e-01
1.68318035e+00,3.47524456e-01
1.80418641e+00,3.48622023e-01
1.93389175e+00,3.48722858e-01
2.07292178e+00,3.47819198e-01
2.22194686e+00,3.45892846e-01
2.38168555e+00,3.42712928e-01
2.55290807e+00,3.38268512e-01
2.73644000e+00,3.32628712e-01
2.93316628e+00,3.25879467e-01
3.14403547e+00,3.18120983e-01
3.37006433e+00,3.09464802e-01
3.61234270e+00,3.00030619e-01
3.87203878e+00,2.89943004e-01
4.15040476e+00,2.79328156e-01
4.44878283e+00,3.08097511e-01
4.76861170e+00,3.67986921e-01
5.11143348e+00,4.33083938e-01
5.47890118e+00,4.69740310e-01
5.87278661e+00,4.54328824e-01
6.29498899e+00,4.38589676e-01
6.74754405e+00,4.22639813e-01
7.23263390e+00,4.06590609e-01
7.75259749e+00,3.90546148e-01
8.30994195e+00,3.74601912e-01
8.90735464e+00,3.58843895e-01
9.54771611e+00,3.43348097e-01
1.02341140e+01,3.28180369e-01
1.09698580e+01,3.13396552e-01
1.17584955e+01,2.99042837e-01
1.26038293e+01,2.85156317e-01
1.35099352e+01,2.71765649e-01
1.44811823e+01,2.58891798e-01
1.55222536e+01,2.52822383e-01
1.66381689e+01,2.51982411e-01
1.78343088e+01,2.51175396e-01
1.91164408e+01,2.50396783e-01
2.04907469e+01,2.49642447e-01
2.19638537e+01,2.48908855e-01
2.35428641e+01,2.48193244e-01
2.52353917e+01,2.47493822e-01
2.70495973e+01,2.46810005e-01
2.89942285e+01,2.46142723e-01
3.10786619e+01,2.45494807e-01
3.33129479e+01,2.44871492e-01
3.57078596e+01,2.44281073e-01
3.82749448e+01,2.43735752e-01
4.10265811e+01,2.43252735e-01
4.39760361e+01,2.42855615e-01
4.71375313e+01,2.42576090e-01
5.05263107e+01,2.42455995e-01
5.41587138e+01,2.42549550e-01
5.80522552e+01,2.42925525e-01
6.22257084e+01,2.43668681e-01
6.66991966e+01,2.44879365e-01
7.14942899e+01,2.46669614e-01
7.66341087e+01,2.49153956e-01
8.21434358e+01,2.52433954e-01
8.80488358e+01,2.56577975e-01
9.43787828e+01,2.61600726e-01
1.01163798e+02,2.67448267e-01
1.08436597e+02,2.73991785e-01
1.16232247e+02,2.81030580e-01
1.24588336e+02,2.88307898e-01
1.33545156e+02,2.95547457e-01
1.43145894e+02,3.02503159e-01
1.53436841e+02,3.08992530e-01
1.64467618e+02,3.14900068e-01
1.76291412e+02,3.20164200e-01
1.88965234e+02,3.24762245e-01
2.02550194e+02,3.28697956e-01
2.17111795e+02,3.31991659e-01
2.32720248e+02,3.34672427e-01
2.49450814e+02,3.36771820e-01
2.67384162e+02,3.38317208e-01
2.86606762e+02,3.39312223e-01
3.07211300e+02,3.39645195e-01
3.29297126e+02,3.57835754e-01
3.52970730e+02,4.13961301e-01
3.78346262e+02,4.74892837e-01
4.05546074e+02,5.40838869e-01
4.34701316e+02,6.12028985e-01
4.65952567e+02,6.88724998e-01
4.99450512e+02,7.71233658e-01
5.35356668e+02,8.52743328e-01
5.73844165e+02,8.12711602e-01
6.15098579e+02,7.73964190e-01
6.59318827e+02,7.36453091e-01
7.06718127e+02,7.00173463e-01
7.57525026e+02,6.65140043e-01
8.11984499e+02,6.31374288e-01
8.70359136e+02,5.98897129e-01
9.32930403e+02,5.67724909e-01
1.00000000e+03,5.37867261e-01
