0.99989,0.9976,0.99083,0.97987,0.96515,0.94723,0.9267,0.90414,0.88011,0.8551,0.82952,0.80371,0.77793,0.75241,0.72728,0.70267,0.67868,0.65538,0.63284,0.61117,0.59054,0.57146,0.55615,0.56572,0.65152,0.81057,1.0997,1.726,3.7749,144.63,4.8888,3.3465,3.661,7.5392,10.546,2.7206,1.5539,1.1243,0.92404,0.82945,0.80109,0.82945,0.92404,1.1243,1.5539,2.7206,10.546,7.5392,3.661,3.3465,4.8888,144.63,3.7749,1.726,1.0997,0.81057,0.65152,0.56572,0.55615,0.57146,0.59054,0.61117,0.63284,0.65538,0.67868,0.70267,0.72728,0.75241,0.77793,0.80371,0.82952,0.8551,0.88011,0.90414,0.9267,0.94723,0.96515,0.97987,0.99083,0.9976,0.99989
0.9976,0.99532,0.9886,0.97772,0.96311,0.94531,0.92491,0.9025,0.87861,0.85375,0.82831,0.80264,0.77701,0.75162,0.72662,0.70214,0.67827,0.65508,0.63265,0.61108,0.59056,0.57158,0.55645,0.56694,0.65417,0.81561,1.1111,1.7608,3.9874,41.595,4.4494,3.1088,3.3594,6.3485,14.106,2.8942,1.6032,1.147,0.93782,0.83974,0.81043,0.83974,0.93782,1.147,1.6032,2.8942,14.106,6.3485,3.3594,3.1088,4.4494,41.595,3.9874,1.7608,1.1111,0.81561,0.65417,0.56694,0.55645,0.57158,0.59056,0.61108,0.63265,0.65508,0.67827,0.70214,0.72662,0.75162,0.77701,0.80264,0.82831,0.85375,0.87861,0.9025,0.92491,0.94531,0.96311,0.97772,0.9886,0.99532,0.9976
0.99083,0.9886,0.98203,0.97137,0.95706,0.93962,0.91961,0.89761,0.87415,0.84971,0.82471,0.79946,0.77424,0.74925,0.72464,0.70053,0.67702,0.65417,0.63206,0.6108,0.59057,0.57191,0.55733,0.57073,0.66227,0.83116,1.1469,1.8753,4.8064,13.155,3.494,2.5554,2.6837,4.28,421.69,3.597,1.7755,1.2225,0.98247,0.87272,0.84027,0.87272,0.98247,1.2225,1.7755,3.597,421.69,4.28,2.6837,2.5554,3.494,13.155,4.8064,1.8753,1.1469,0.83116,0.66227,0.57073,0.55733,0.57191,0.59057,0.6108,0.63206,0.65417,0.67702,0.70053,0.72464,0.74925,0.77424,0.79946,0.82471,0.84971,0.87415,0.89761,0.91961,0.93962,0.95706,0.97137,0.98203,0.9886,0.99083
0.97987,0.97772,0.97137,0.96108,0.94725,0.93036,0.91097,0.88963,0.86684,0.84309,0.81876,0.79419,0.76963,0.74527,0.72129,0.69778,0.67484,0.65254,0.63096,0.6102,0.59047,0.57235,0.55876,0.57742,0.67631,0.85862,1.2126,2.1065,7.3791,6.0716,2.5535,1.9553,1.9907,2.7339,7.7109,6.2213,2.1822,1.3796,1.0704,0.936,0.89706,0.936,1.0704,1.3796,2.1822,6.2213,7.7109,2.7339,1.9907,1.9553,2.5535,6.0716,7.3791,2.1065,1.2126,0.85862,0.67631,0.57742,0.55876,0.57235,0.59047,0.6102,0.63096,0.65254,0.67484,0.69778,0.72129,0.74527,0.76963,0.79419,0.81876,0.84309,0.86684,0.88963,0.91097,0.93036,0.94725,0.96108,0.97137,0.97772,0.97987
0.96515,0.96311,0.95706,0.94725,0.93403,0.91788,0.8993,0.8788,0.8569,0.83403,0.81059,0.78689,0.76319,0.73968,0.71651,0.6938,0.67162,0.65007,0.6292,0.60913,0.59009,0.57275,0.56074,0.58764,0.69718,0.9007,1.3201,2.5577,32.263,3.4069,1.8315,1.452,1.4388,1.7764,3.1246,68.875,3.314,1.705,1.2337,1.048,0.99617,1.048,1.2337,1.705,3.314,68.875,3.1246,1.7764,1.4388,1.452,1.8315,3.4069,32.263,2.5577,1.3201,0.9007,0.69718,0.58764,0.56074,0.57275,0.59009,0.60913,0.6292,0.65007,0.67162,0.6938,0.71651,0.73968,0.76319,0.78689,0.81059,0.83403,0.8569,0.8788,0.8993,0.91788,0.93403,0.94725,0.95706,0.96311,0.96515
0.94723,0.94531,0.93962,0.93036,0.91788,0.90258,0.88495,0.86546,0.84459,0.82276,0.80035,0.77767,0.75498,0.73246,0.71027,0.68851,0.66726,0.64661,0.62662,0.60741,0.58924,0.57293,0.56341,0.60226,0.72638,0.96225,1.4942,3.5719,9.1748,2.1366,1.3199,1.0702,1.0367,1.1897,1.6983,3.8186,12.26,2.5453,1.5663,1.2564,1.1759,1.2564,1.5663,2.5453,12.26,3.8186,1.6983,1.1897,1.0367,1.0702,1.3199,2.1366,9.1748,3.5719,1.4942,0.96225,0.72638,0.60226,0.56341,0.57293,0.58924,0.60741,0.62662,0.64661,0.66726,0.68851,0.71027,0.73246,0.75498,0.77767,0.80035,0.82276,0.84459,0.86546,0.88495,0.90258,0.91788,0.93036,0.93962,0.94531,0.94723
0.9267,0.92491,0.91961,0.91097,0.8993,0.88495,0.86836,0.84997,0.83022,0.80953,0.78826,0.7667,0.74512,0.72369,0.70257,0.68187,0.66166,0.64203,0.62305,0.60485,0.58773,0.57275,0.56727,0.62238,0.76627,1.052,1.7917,7.2179,3.4509,1.4351,0.96204,0.78953,0.74974,0.81683,1.0395,1.6522,4.4873,7.8842,2.4779,1.7207,1.5562,1.7207,2.4779,7.8842,4.4873,1.6522,1.0395,0.81683,0.74974,0.78953,0.96204,1.4351,3.4509,7.2179,1.7917,1.052,0.76627,0.62238,0.56727,0.57275,0.58773,0.60485,0.62305,0.64203,0.66166,0.68187,0.70257,0.72369,0.74512,0.7667,0.78826,0.80953,0.83022,0.84997,0.86836,0.88495,0.8993,0.91097,0.91961,0.92491,0.9267
0.90414,0.9025,0.89761,0.88963,0.8788,0.86546,0.84997,0.83274,0.81418,0.79467,0.77458,0.75419,0.73375,0.71347,0.69347,0.67389,0.65479,0.63626,0.61838,0.6013,0.5854,0.57216,0.5737,0.64947,0.82071,1.1864,2.3727,26.327,1.9251,1.0067,0.70801,0.58301,0.54309,0.5687,0.67349,0.92061,1.5451,4.1463,12.292,3.4665,2.7772,3.4665,12.292,4.1463,1.5451,0.92061,0.67349,0.5687,0.54309,0.58301,0.70801,1.0067,1.9251,26.327,2.3727,1.1864,0.82071,0.64947,0.5737,0.57216,0.5854,0.6013,0.61838,0.63626,0.65479,0.67389,0.69347,0.71347,0.73375,0.75419,0.77458,0.79467,0.81418,0.83274,0.84997,0.86546,0.8788,0.88963,0.89761,0.9025,0.90414
0.88011,0.87861,0.87415,0.86684,0.8569,0.84459,0.83022,0.81418,0.79682,0.77852,0.75961,0.74039,0.72111,0.70197,0.68311,0.66466,0.64669,0.6293,0.61258,0.5967,0.58218,0.57129,0.58543,0.68562,0.89629,1.4008,3.9163,3.8964,1.2339,0.72537,0.52337,0.44822,0.44489,0.44406,0.44634,0.56125,0.79556,1.3075,2.6853,8.3013,29.904,8.3013,2.6853,1.3075,0.79556,0.56125,0.44634,0.44406,0.44489,0.44822,0.52337,0.72537,1.2339,3.8964,3.9163,1.4008,0.89629,0.68562,0.58543,0.57129,0.58218,0.5967,0.61258,0.6293,0.64669,0.66466,0.68311,0.70197,0.72111,0.74039,0.75961,0.77852,0.79682,0.81418,0.83022,0.84459,0.8569,0.86684,0.87415,0.87861,0.88011
0.8551,0.85375,0.84971,0.84309,0.83403,0.82276,0.80953,0.79467,0.77852,0.76141,0.74367,0.72561,0.70745,0.68942,0.67167,0.65432,0.63747,0.62122,0.60567,0.59106,0.5781,0.57084,0.60581,0.73405,1.0051,1.7847,18.54,1.8938,0.84603,0.52986,0.46065,0.45658,0.45484,0.45583,0.45993,0.46746,0.47853,0.64539,0.95862,1.3909,1.6467,1.3909,0.95862,0.64539,0.47853,0.46746,0.45993,0.45583,0.45484,0.45658,0.46065,0.52986,0.84603,1.8938,18.54,1.7847,1.0051,0.73405,0.60581,0.57084,0.5781,0.59106,0.60567,0.62122,0.63747,0.65432,0.67167,0.68942,0.70745,0.72561,0.74367,0.76141,0.77852,0.79467,0.80953,0.82276,0.83403,0.84309,0.84971,0.85375,0.8551
