8,48,0.35355,0.35355,0.00098932,0.0034128
32,192,0.17678,0.17678,0.00098933,0.0047938
128,768,0.088388,0.088388,0.00098934,0.006252
512,3072,0.044194,0.044194,0.00098936,0.008867
2048,12288,0.022097,0.022097,0.0009894,0.014887
8192,49152,0.011049,0.011049,0.00098945,0.016619
32768,1.9661e+05,0.0055243,0.0055243,0.00098953,0.014115
