1.00000000e-03,2.51197713e-01
1.09715619e-03,2.51197770e-01
1.20375170e-03,2.51197741e-01
1.32070362e-03,2.51197775e-01
1.44901815e-03,2.51197855e-01
1.58979923e-03,2.51197829e-01
1.74425806e-03,2.51197877e-01
1.91372352e-03,2.51198022e-01
2.09965360e-03,2.51198090e-01
2.30364794e-03,2.51198172e-01
2.52746159e-03,2.51198237e-01
2.77302012e-03,2.51198390e-01
3.04243618e-03,2.51198551e-01
3.33802767e-03,2.51198735e-01
3.66233771e-03,2.51198931e-01
4.01815648e-03,2.51199199e-01
4.40854524e-03,2.51199527e-01
4.83686269e-03,2.51199881e-01
5.30679382e-03,2.51200355e-01
5.82238167e-03,2.51200889e-01
6.38806207e-03,2.51201553e-01
7.00870182e-03,2.51202313e-01
7.68964057e-03,2.51203265e-01
8.43673672e-03,2.51204405e-01
9.25641789e-03,2.51205768e-01
1.01557362e-02,2.51207407e-01
1.11424288e-02,2.51209378e-01
1.22249846e-02,2.51211743e-01
1.34127175e-02,2.51214600e-01
1.47158460e-02,2.51218034e-01
1.61455815e-02,2.51222159e-01
1.77142246e-02,2.51227118e-01
1.94352711e-02,2.51233065e-01
2.13235280e-02,2.51240231e-01
2.33952406e-02,2.51248837e-01
2.56682330e-02,2.51259171e-01
2.81620607e-02,2.51271580e-01
3.08981791e-02,2.51286486e-01
3.39001283e-02,2.51304375e-01
3.71937355e-02,2.51325839e-01
4.08073370e-02,2.51351589e-01
4.47720223e-02,2.51382461e-01
4.91219013e-02,2.51419454e-01
5.38943979e-02,2.51463759e-01
5.91305720e-02,2.51516790e-01
6.48754729e-02,2.51580214e-01
7.11785265e-02,2.51656010e-01
7.80939607e-02,2.51746502e-01
8.56812721e-02,2.51854423e-01
9.40057378e-02,2.51982975e-01
1.03138977e-01,2.52135891e-01
1.13159567e-01,2.52317514e-01
1.24153719e-01,2.52532867e-01
1.36216020e-01,2.52787745e-01
1.49450249e-01,2.53088818e-01
1.63970266e-01,2.53443747e-01
1.79900992e-01,2.53861350e-01
1.97379486e-01,2.54351850e-01
2.16556124e-01,2.54927265e-01
2.37595891e-01,2.55602030e-01
2.60679802e-01,2.56394037e-01
2.86006458e-01,2.57326282e-01
3.13793754e-01,2.58429442e-01
3.44280759e-01,2.59745748e-01
3.77729765e-01,2.61334589e-01
4.14428548e-01,2.63280360e-01
4.54692846e-01,2.65703073e-01
4.98869069e-01,2.68772723e-01
5.47337285e-01,2.72730393e-01
6.00514488e-01,2.77929641e-01
6.58858186e-01,2.85756225e-01
7.22870335e-01,3.00251351e-01
7.93101660e-01,3.15850823e-01
8.70156393e-01,3.32287962e-01
9.54697470e-01,3.48666258e-01
1.04745224e+00,3.64836685e-01
1.14921870e+00,3.80636012e-01
1.26087241e+00,3.95889769e-01
1.38337396e+00,4.10416417e-01
1.51777730e+00,4.24032707e-01
1.66523876e+00,4.36560068e-01
1.82702700e+00,4.47831726e-01
2.00453398e+00,4.57700142e-01
2.19928686e+00,4.66044230e-01
2.41296118e+00,4.83597442e-01
2.64739529e+00,5.77154618e-01
2.90460612e+00,5.78025421e-01
3.18680658e+00,5.68295526e-01
3.49642455e+00,5.56391688e-01
3.83612383e+00,5.42469102e-01
4.20882699e+00,5.26723756e-01
4.61774057e+00,5.09387655e-01
5.06638264e+00,4.90720811e-01
5.55861305e+00,4.71001002e-01
6.09866670e+00,4.59300827e-01
6.69118990e+00,4.52762629e-01
7.34128040e+00,4.45950439e-01
8.05453121e+00,4.39005570e-01
8.83707874e+00,4.32048917e-01
9.69565562e+00,4.25180174e-01
1.06376485e+01,4.18478239e-01
1.16711619e+01,4.12002508e-01
1.28050875e+01,4.05794744e-01
1.40491810e+01,3.99881239e-01
1.54141458e+01,3.94275063e-01
1.69117254e+01,3.88978202e-01
1.85548042e+01,3.83983504e-01
2.03575182e+01,3.79276338e-01
2.23353771e+01,3.74835954e-01
2.45053971e+01,3.70636528e-01
2.68862481e+01,3.66647910e-01
2.94984134e+01,3.62836090e-01
3.23643668e+01,3.59163420e-01
3.55087652e+01,3.55588606e-01
3.89586614e+01,3.52066517e-01
4.27437364e+01,3.48547845e-01
4.68965549e+01,3.44978639e-01
5.14528453e+01,3.41299785e-01
5.64518076e+01,3.37446477e-01
6.19364499e+01,3.33347772e-01
6.79539592e+01,3.28926330e-01
7.45561067e+01,3.24098481e-01
8.17996938e+01,3.18774796e-01
8.97470401e+01,3.12861367e-01
9.84665203e+01,3.06262029e-01
1.08033152e+02,2.98881747e-01
1.18529241e+02,2.90631357e-01
1.30045090e+02,2.81433717e-01
1.42679775e+02,2.71231145e-01
1.56541998e+02,2.59993722e-01
1.71751022e+02,2.47727693e-01
1.88437696e+02,2.34482835e-01
2.06745584e+02,2.20357421e-01
2.26832196e+02,2.05499378e-01
2.48870348e+02,1.90102560e-01
2.73049642e+02,1.74397758e-01
2.99578103e+02,1.58639005e-01
3.28683970e+02,1.43086731e-01
3.60617651e+02,1.27990031e-01
3.95653887e+02,1.13570541e-01
4.34094109e+02,1.00010007e-01
4.76269038e+02,8.74428549e-02
5.22541521e+02,7.59540361e-02
5.73309663e+02,6.55815163e-02
6.29010244e+02,5.63222028e-02
6.90122480e+02,4.96911101e-02
7.57172149e+02,4.90672901e-02
8.30736107e+02,4.84728562e-02
9.11447260e+02,4.79030907e-02
1.00000000e+03,4.73535262e-02
