2.50000000e-01,2.56882908e-01,2.56781114e-01
5.00000000e-01,2.11580761e-01,2.11567937e-01
1.00000000e+00,1.45358967e-01,1.45359226e-01
1.25892541e+00,1.65646237e-01,1.65646505e-01
1.58489319e+00,1.87274102e-01,1.87274266e-01
1.99526231e+00,2.08605203e-01,2.08605193e-01
2.51188643e+00,2.29007706e-01,2.29007710e-01
3.16227766e+00,2.48246498e-01,2.48247238e-01
3.98107171e+00,2.66464299e-01,2.66463054e-01
5.01187234e+00,2.84061232e-01,2.84060770e-01
6.30957344e+00,3.01494321e-01,3.01472623e-01
7.94328235e+00,3.19310013e-01,3.19196939e-01
1.00000000e+01,3.32495182e-01,3.30815860e-01
1.25892541e+01,3.51592112e-01,3.50903823e-01
1.58489319e+01,3.81956584e-01,3.81713048e-01
1.99526231e+01,4.13379184e-01,4.13095088e-01
2.51188643e+01,4.40141672e-01,4.39742384e-01
3.16227766e+01,4.60070572e-01,4.59342556e-01
3.98107171e+01,4.67681825e-01,4.66738366e-01
5.01187234e+01,4.62211125e-01,4.61167499e-01
6.30957344e+01,4.53914080e-01,4.52764030e-01
7.94328235e+01,4.35081979e-01,4.34054574e-01
1.00000000e+02,4.36568654e-01,4.34677252e-01
1.25892541e+02,4.32842942e-01,4.24687049e-01
1.58489319e+02,4.26188899e-01,4.24204649e-01
1.99526231e+02,4.19682163e-01,4.17747576e-01
2.51188643e+02,4.14771087e-01,4.13169381e-01
3.16227766e+02,4.12335276e-01,4.11274974e-01
3.98107171e+02,4.10253510e-01,4.09731369e-01
5.01187234e+02,4.10800126e-01,4.10521876e-01
6.30957344e+02,4.11433756e-01,4.11310512e-01
7.94328235e+02,4.12011197e-01,4.11962400e-01
1.00000000e+03,4.13229451e-01,4.13200098e-01
