2.50000000e-01,3.88607481e-01,3.87980068e-01
5.00000000e-01,3.74201028e-01,3.73757706e-01
1.00000000e+00,3.33573967e-01,3.32091735e-01
1.25892541e+00,3.23222930e-01,3.23068208e-01
1.58489319e+00,3.35144953e-01,3.35078446e-01
1.99526231e+00,3.45977722e-01,3.45890607e-01
2.51188643e+00,3.57355628e-01,3.60431896e-01
3.16227766e+00,3.67557518e-01,3.67322131e-01
3.98107171e+00,3.76247344e-01,3.76178985e-01
5.01187234e+00,3.83753064e-01,3.83730924e-01
6.30957344e+00,3.89288977e-01,3.89237849e-01
7.94328235e+00,3.93270639e-01,3.93217493e-01
1.00000000e+01,3.96301397e-01,3.96226565e-01
1.25892541e+01,3.99158502e-01,3.99090450e-01
1.58489319e+01,4.01670908e-01,4.01532634e-01
1.99526231e+01,4.40104055e-01,4.40778524e-01
2.51188643e+01,6.12409611e-01,6.11990416e-01
3.16227766e+01,5.21668983e-01,5.21247593e-01
3.98107171e+01,4.47744225e-01,4.48051814e-01
5.01187234e+01,4.07493591e-01,4.02204973e-01
6.30957344e+01,4.07662502e-01,4.06829232e-01
7.94328235e+01,4.06202798e-01,4.05709787e-01
1.00000000e+02,4.04454466e-01,4.04150939e-01
1.25892541e+02,4.04103810e-01,4.03993547e-01
1.58489319e+02,4.03915202e-01,4.03864249e-01
1.99526231e+02,4.04573095e-01,4.04438664e-01
2.51188643e+02,4.06010470e-01,4.05677791e-01
3.16227766e+02,4.07797196e-01,4.07338651e-01
3.98107171e+02,4.10037201e-01,4.09663283e-01
5.01187234e+02,4.11137575e-01,4.10880356e-01
6.30957344e+02,4.11249639e-01,4.11055917e-01
7.94328235e+02,4.10684828e-01,4.10550523e-01
1.00000000e+03,4.09541778e-01,4.09492013e-01
